,Energy_Consumption,Session_Count,Day_of_Week,Hour_of_Day,Month_of_Year,Year,Day/Night,IsHoliday,Weekend,HourSin,HourCos,DayOfWeekSin,DayOfWeekCos,MonthOfYearSin,MonthOfYearCos,Season,Energy_Consumption_1h,Energy_Consumption_6h,Energy_Consumption_12h,Energy_Consumption_24h,Energy_Consumption_1w,Energy_Consumption_rolling
2022-03-10 03:00:00,0.0,0,3,3,3,2022,False,0,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,0.0,12.99723255270877,26.49160418432689,5.9006646284726845,0.0,13.700875132925693
2022-03-10 04:00:00,0.0,0,3,4,3,2022,False,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,0.0,2.9998644221276547,16.201547987050972,5.9006646284726845,0.0,13.455014106739332
2022-03-10 05:00:00,0.0,0,3,5,3,2022,False,0,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,0.0,0.0,15.189509895608264,2.0193385617439854,0.0,13.370875
2022-03-10 06:00:00,1.6296229600450198,1,3,6,3,2022,True,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,0.0,0.0,18.34876121575721,0.9651046405823476,0.0,13.398563263310946
2022-03-10 07:00:00,8.051505197529963,2,3,7,3,2022,True,0,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,1.6296229600450198,0.0,17.047895754776285,1.3918953594176524,0.5398335535006605,13.676047006565625
2022-03-10 08:00:00,15.242591244960872,4,3,8,3,2022,True,0,0,0.8660254037844388,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,8.051505197529963,0.0,17.884809525541886,0.0,17.37684695587369,14.31115497510566
2022-03-10 09:00:00,32.97585134874496,9,3,9,3,2022,True,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,15.242591244960872,0.0,12.99723255270877,11.95300495130746,33.82333193191562,15.187106908332225
2022-03-10 10:00:00,48.44822812921418,11,3,10,3,2022,True,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,32.97585134874496,0.0,2.9998644221276547,36.72722266744066,46.24526512497552,15.67548213590612
2022-03-10 11:00:00,40.44221289088339,11,3,11,3,2022,True,0,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,48.44822812921418,0.0,0.0,40.405817890101055,31.960184135067607,15.67699859427205
2022-03-10 12:00:00,43.37763984746204,13,3,12,3,2022,True,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,40.44221289088339,1.6296229600450198,0.0,29.129634701547403,43.53023762819132,16.27066547535183
